Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,9,9,116,8.0,,
Existants,J2,51,122,71,101,121.0,1.39,
Existants,J3,81,101,20,97,100.0,0.25,
Existants,J4,85,49,-36,124,48.0,-0.42,
Nouveaux acceptés,J5,,0,,132,0.0,,
Nouveaux acceptés,J6,,192,,116,1.66,,
Nouveaux acceptés,J7,,135,,151,0.89,,
