Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,135,374,239,118,373.0,1.77,
Existants,J2,171,212,41,128,211.0,0.24,
Existants,J3,229,119,-110,123,118.0,-0.48,
Existants,J4,0,0,0,170,-1.0,,
Existants,J5,0,0,0,78,-1.0,,
Existants,J6,102,102,0,116,101.0,0.0,
Nouveaux acceptés,J7,,0,,303,0.0,,
Nouveaux acceptés,J8,,753,,308,2.44,,
Nouveaux acceptés,J9,,21,,262,0.08,,
Nouveaux acceptés,J10,,646,,354,1.82,,
Nouveaux acceptés,J11,,299,,234,1.28,,
Nouveaux acceptés,J12,,654,,288,2.27,,
Nouveaux acceptés,J13,,775,,355,2.18,,
Nouveaux acceptés,J14,,470,,364,1.29,,
Nouveaux acceptés,J15,,354,,368,0.96,,
Nouveaux acceptés,J16,,332,,277,1.2,,
Nouveaux acceptés,J17,,280,,386,0.73,,
Nouveaux acceptés,J18,,7,,361,0.02,,
Nouveaux acceptés,J19,,201,,402,0.5,,
