Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,160,121,-39,80,41,41.0,-39,229,80
Existants,J2,1.0,136,190,54,0,28,28.0,28,229,162
Nouveaux acceptés,J3,1.0,,229,,,30,30.0,,229,199
