Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,313,560,247,156,559.0,0.79,
Existants,J2,219,286,67,136,285.0,0.31,
Existants,J3,0,0,0,187,-1.0,,
Existants,J4,231,378,147,184,377.0,0.64,
Existants,J5,451,583,132,79,582.0,0.29,
Existants,J6,8,8,0,118,7.0,0.0,
Existants,J7,0,0,0,72,-1.0,,
Existants,J8,82,82,0,176,81.0,0.0,
Existants,J9,71,71,0,114,70.0,0.0,
Existants,J10,71,71,0,152,70.0,0.0,
Nouveaux acceptés,J11,,647,,450,1.44,,
Nouveaux acceptés,J12,,0,,396,0.0,,
Nouveaux acceptés,J13,,409,,396,1.03,,
Nouveaux acceptés,J14,,157,,448,0.35,,
Nouveaux acceptés,J15,,788,,414,1.9,,
Nouveaux acceptés,J16,,556,,416,1.34,,
Nouveaux acceptés,J17,,550,,428,1.29,,
Nouveaux acceptés,J18,,0,,392,0.0,,
Nouveaux acceptés,J19,,339,,428,0.79,,
