Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.81,119,114,-5,23,18,14.5,-5,247,96
Existants,J2,0.99,88,88,0,0,0,0.0,0,247,124
Nouveaux acceptés,J3,0.06,,247,,,53,2.98,,247,194
Nouveaux acceptés,J4,0.27,,198,,,38,10.39,,247,160
Nouveaux acceptés,J5,0.25,,150,,,0,0.0,,247,166
