Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,391,584,193,193,583.0,0.49,
Existants,J2,411,256,-155,238,255.0,-0.38,
Existants,J3,349,588,239,113,587.0,0.68,
Existants,J4,648,307,-341,95,306.0,-0.53,
Existants,J5,88,88,0,144,87.0,0.0,
Existants,J6,0,0,0,196,-1.0,,
Existants,J7,70,70,0,219,69.0,0.0,
Existants,J8,0,0,0,135,-1.0,,
Existants,J9,532,174,-358,162,173.0,-0.67,
Existants,J10,291,467,176,228,466.0,0.6,
Existants,J11,0,0,0,178,-1.0,,
Existants,J12,105,291,186,237,290.0,1.77,
Nouveaux acceptés,J13,,531,,380,1.4,,
Nouveaux acceptés,J14,,346,,437,0.79,,
Nouveaux acceptés,J15,,570,,367,1.55,,
Nouveaux acceptés,J16,,396,,435,0.91,,
