Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,10,10,0,120,9.0,0.0,
Existants,J2,0,0,0,110,-1.0,,
Existants,J3,71,71,0,162,70.0,0.0,
Existants,J4,0,0,0,103,-1.0,,
Nouveaux acceptés,J5,,509,,386,1.32,,
Nouveaux acceptés,J6,,56,,329,0.17,,
Nouveaux acceptés,J7,,259,,327,0.79,,
Nouveaux acceptés,J8,,611,,363,1.68,,
Nouveaux acceptés,J9,,127,,322,0.39,,
Nouveaux acceptés,J10,,483,,343,1.41,,
Nouveaux acceptés,J11,,361,,302,1.2,,
Nouveaux acceptés,J12,,387,,359,1.08,,
Nouveaux acceptés,J13,,167,,317,0.53,,
Nouveaux acceptés,J14,,295,,362,0.81,,
Nouveaux acceptés,J15,,150,,361,0.42,,
