Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,60,60,0,92,59.0,0.0,
Existants,J2,149,224,75,173,223.0,0.5,
Existants,J3,5,5,0,81,4.0,0.0,
Existants,J4,0,0,0,123,-1.0,,
Existants,J5,127,127,0,99,126.0,0.0,
Nouveaux acceptés,J6,,254,,417,0.61,,
Nouveaux acceptés,J7,,56,,385,0.15,,
Nouveaux acceptés,J8,,655,,387,1.69,,
Nouveaux acceptés,J9,,526,,384,1.37,,
Nouveaux acceptés,J10,,564,,397,1.42,,
Nouveaux acceptés,J11,,408,,368,1.11,,
Nouveaux acceptés,J12,,0,,350,0.0,,
Nouveaux acceptés,J13,,343,,363,0.94,,
Nouveaux acceptés,J14,,230,,369,0.62,,
Nouveaux acceptés,J15,,95,,372,0.26,,
Nouveaux acceptés,J16,,583,,384,1.52,,
Nouveaux acceptés,J17,,606,,393,1.54,,
Nouveaux acceptés,J18,,270,,407,0.66,,
