Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,125,91,-34,124,90.0,-0.27,
Existants,J2,36,22,-14,94,21.0,-0.39,
Existants,J3,52,49,-3,84,48.0,-0.06,
Existants,J4,148,347,199,158,346.0,1.34,
Existants,J5,88,72,-16,97,71.0,-0.18,
Nouveaux acceptés,J6,,352,,221,1.59,,
Nouveaux acceptés,J7,,379,,200,1.9,,
Nouveaux acceptés,J8,,580,,337,1.72,,
Nouveaux acceptés,J9,,400,,257,1.56,,
Nouveaux acceptés,J10,,388,,344,1.13,,
Nouveaux acceptés,J11,,76,,181,0.42,,
Nouveaux acceptés,J12,,302,,349,0.87,,
Nouveaux acceptés,J13,,335,,391,0.86,,
Nouveaux acceptés,J14,,232,,112,2.07,,
Nouveaux acceptés,J15,,419,,397,1.06,,
Nouveaux acceptés,J16,,629,,354,1.78,,
Nouveaux acceptés,J17,,800,,250,3.2,,
Nouveaux acceptés,J18,,151,,143,1.06,,
