Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,458,186,-272,199,185.0,-0.59,
Existants,J2,439,886,447,292,885.0,1.02,
Existants,J3,264,465,201,129,464.0,0.76,
Existants,J4,618,791,173,272,790.0,0.28,
Existants,J5,149,152,3,114,151.0,0.02,
Existants,J6,55,55,0,125,54.0,0.0,
Existants,J7,11,17,6,202,16.0,0.55,
Existants,J8,387,271,-116,209,270.0,-0.3,
Existants,J9,176,4,-172,320,3.0,-0.98,
Existants,J10,208,514,306,230,513.0,1.47,
Existants,J11,0,0,0,152,-1.0,,
Existants,J12,223,424,201,139,423.0,0.9,
Existants,J13,603,644,41,185,643.0,0.07,
Existants,J14,0,0,0,137,-1.0,,
Nouveaux acceptés,J15,,470,,268,1.75,,
Nouveaux acceptés,J16,,545,,324,1.68,,
Nouveaux acceptés,J17,,601,,317,1.9,,
Nouveaux acceptés,J18,,802,,461,1.74,,
Nouveaux acceptés,J19,,476,,296,1.61,,
Nouveaux acceptés,J20,,710,,394,1.8,,
