Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,210,515,305,156,514.0,1.45,
Existants,J2,0,0,0,114,-1.0,,
Existants,J3,110,102,-8,216,101.0,-0.07,
Existants,J4,421,289,-132,170,288.0,-0.31,
Existants,J5,366,302,-64,163,301.0,-0.17,
Existants,J6,30,0,-30,140,-1.0,-1.0,
Existants,J7,80,74,-6,143,73.0,-0.07,
Existants,J8,504,589,85,179,588.0,0.17,
Existants,J9,0,0,0,192,-1.0,,
Existants,J10,181,32,-149,240,31.0,-0.82,
Nouveaux acceptés,J11,,122,,404,0.3,,
Nouveaux acceptés,J12,,134,,442,0.3,,
Nouveaux acceptés,J13,,144,,376,0.38,,
Nouveaux acceptés,J14,,458,,384,1.19,,
Nouveaux acceptés,J15,,528,,427,1.24,,
