Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.81,256,295,39,110,149,120.32,39,357,146
Existants,J2,1.0,187,187,0,59,59,58.82,0,357,128
Existants,J3,0.84,146,146,0,9,9,7.53,0,357,137
Existants,J4,0.89,262,226,-36,176,140,124.74,-36,357,86
Nouveaux acceptés,J5,0.23,,357,,,101,23.03,,357,256
