Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.91,143,143,0,4,4,3.65,0,241,139
Existants,J2,0.89,55,55,0,0,0,0.0,0,241,94
Existants,J3,0.95,117,117,0,17,17,16.21,0,241,100
Nouveaux acceptés,J4,0.24,,241,,,0,0.0,,241,273
