Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,161,-1.0,,
Existants,J2,0,0,0,206,-1.0,,
Existants,J3,483,404,-79,185,403.0,-0.16,
Existants,J4,267,491,224,211,490.0,0.84,
Existants,J5,128,148,20,189,147.0,0.16,
Existants,J6,114,128,14,155,127.0,0.12,
Existants,J7,168,183,15,215,182.0,0.09,
Existants,J8,371,326,-45,194,325.0,-0.12,
Nouveaux acceptés,J9,,298,,358,0.83,,
Nouveaux acceptés,J10,,408,,354,1.15,,
Nouveaux acceptés,J11,,176,,350,0.5,,
