Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,141,141,0,0,0,0.0,0,369,186
Existants,J2,1.0,32,32,0,0,0,0.0,0,369,58
Nouveaux acceptés,J3,1.0,,305,,,61,61.0,,369,244
Nouveaux acceptés,J4,1.0,,202,,,0,0.0,,369,248
Nouveaux acceptés,J5,1.0,,369,,,73,73.0,,369,296
