Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,77,-1.0,,
Existants,J2,14,146,132,143,145.0,9.43,
Existants,J3,121,60,-61,64,59.0,-0.5,
Existants,J4,144,279,135,115,278.0,0.94,
Existants,J5,225,146,-79,100,145.0,-0.35,
Nouveaux acceptés,J6,,0,,296,0.0,,
Nouveaux acceptés,J7,,3,,168,0.02,,
Nouveaux acceptés,J8,,354,,234,1.51,,
Nouveaux acceptés,J9,,10,,314,0.03,,
Nouveaux acceptés,J10,,0,,187,0.0,,
Nouveaux acceptés,J11,,343,,294,1.17,,
Nouveaux acceptés,J12,,395,,301,1.31,,
Nouveaux acceptés,J13,,216,,284,0.76,,
