Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,76,0,-76,162,-1.0,-1.0,
Existants,J2,198,161,-37,105,160.0,-0.19,
Existants,J3,138,84,-54,129,83.0,-0.39,
Existants,J4,0,66,66,194,65.0,,
Existants,J5,165,44,-121,79,43.0,-0.73,
Nouveaux acceptés,J6,,248,,337,0.74,,
Nouveaux acceptés,J7,,79,,257,0.31,,
Nouveaux acceptés,J8,,374,,205,1.82,,
Nouveaux acceptés,J9,,370,,261,1.42,,
Nouveaux acceptés,J10,,0,,211,0.0,,
Nouveaux acceptés,J11,,415,,250,1.66,,
Nouveaux acceptés,J12,,262,,203,1.29,,
Nouveaux acceptés,J13,,178,,234,0.76,,
Nouveaux acceptés,J14,,223,,195,1.14,,
Nouveaux acceptés,J15,,358,,247,1.45,,
Nouveaux acceptés,J16,,112,,230,0.49,,
