Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,161,-1.0,,
Existants,J2,0,0,0,206,-1.0,,
Existants,J3,483,469,-14,185,468.0,-0.03,
Existants,J4,267,725,458,211,724.0,1.72,
Existants,J5,128,234,106,189,233.0,0.83,
Existants,J6,114,214,100,155,213.0,0.88,
Existants,J7,168,277,109,215,276.0,0.65,
Existants,J8,371,357,-14,194,356.0,-0.04,
Nouveaux acceptés,J9,,619,,358,1.73,,
Nouveaux acceptés,J10,,699,,344,2.03,,
Nouveaux acceptés,J11,,168,,318,0.53,,
Nouveaux acceptés,J12,,415,,354,1.17,,
Nouveaux acceptés,J13,,0,,344,0.0,,
Nouveaux acceptés,J14,,476,,346,1.38,,
Nouveaux acceptés,J15,,536,,350,1.53,,
