Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.97,104,104,0,10,10,9.72,0,370,94
Existants,J2,0.82,110,110,0,0,0,0.0,0,370,129
Nouveaux acceptés,J3,0.06,,370,,,90,5.27,,370,280
Nouveaux acceptés,J4,0.24,,181,,,0,0.0,,370,227
Nouveaux acceptés,J5,0.13,,265,,,7,0.91,,370,258
