Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,199,786,587,231,785.0,2.95,
Existants,J2,542,661,119,177,660.0,0.22,
Existants,J3,365,376,11,198,375.0,0.03,
Existants,J4,0,0,0,123,-1.0,,
Existants,J5,393,289,-104,246,288.0,-0.26,
Existants,J6,551,0,-551,339,-1.0,-1.0,
Existants,J7,3,3,0,188,2.0,0.0,
Existants,J8,0,0,0,353,-1.0,,
Existants,J9,719,473,-246,266,472.0,-0.34,
Existants,J10,553,517,-36,264,516.0,-0.07,
Existants,J11,180,280,100,190,279.0,0.56,
Existants,J12,217,929,712,357,928.0,3.28,
Existants,J13,0,0,0,238,-1.0,,
Existants,J14,0,0,0,331,-1.0,,
Nouveaux acceptés,J15,,736,,371,1.98,,
Nouveaux acceptés,J16,,686,,383,1.79,,
Nouveaux acceptés,J17,,779,,388,2.01,,
Nouveaux acceptés,J18,,668,,315,2.12,,
Nouveaux acceptés,J19,,0,,273,0.0,,
Nouveaux acceptés,J20,,955,,426,2.24,,
