Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,60,85,25,92,84.0,0.42,
Existants,J2,149,115,-34,173,114.0,-0.23,
Existants,J3,5,5,0,81,4.0,0.0,
Existants,J4,0,0,0,123,-1.0,,
Existants,J5,127,135,8,99,134.0,0.06,
Nouveaux acceptés,J6,,576,,251,2.29,,
Nouveaux acceptés,J7,,86,,336,0.26,,
Nouveaux acceptés,J8,,540,,360,1.5,,
Nouveaux acceptés,J9,,529,,241,2.2,,
Nouveaux acceptés,J10,,390,,209,1.87,,
Nouveaux acceptés,J11,,177,,328,0.54,,
Nouveaux acceptés,J12,,162,,216,0.75,,
Nouveaux acceptés,J13,,51,,265,0.19,,
Nouveaux acceptés,J14,,264,,247,1.07,,
Nouveaux acceptés,J15,,149,,279,0.53,,
Nouveaux acceptés,J16,,546,,390,1.4,,
Nouveaux acceptés,J17,,395,,335,1.18,,
