Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,42,0,-42,162,-1.0,-1.0,
Existants,J2,154,193,39,105,192.0,0.25,
Existants,J3,157,126,-31,129,125.0,-0.2,
Existants,J4,59,0,-59,194,-1.0,-1.0,
Existants,J5,131,139,8,79,138.0,0.06,
Nouveaux acceptés,J6,,256,,262,0.98,,
Nouveaux acceptés,J7,,516,,182,2.84,,
Nouveaux acceptés,J8,,464,,123,3.77,,
Nouveaux acceptés,J9,,509,,130,3.92,,
Nouveaux acceptés,J10,,308,,186,1.66,,
Nouveaux acceptés,J11,,156,,136,1.15,,
Nouveaux acceptés,J12,,377,,175,2.15,,
Nouveaux acceptés,J13,,602,,159,3.79,,
Nouveaux acceptés,J14,,166,,169,0.98,,
Nouveaux acceptés,J15,,77,,172,0.45,,
Nouveaux acceptés,J16,,302,,155,1.95,,
