Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,105,105,0,117,104.0,0.0,
Existants,J2,139,139,0,135,138.0,0.0,
Existants,J3,31,31,0,128,30.0,0.0,
Existants,J4,0,0,0,92,-1.0,,
Existants,J5,55,55,0,110,54.0,0.0,
Existants,J6,30,30,0,76,29.0,0.0,
Nouveaux acceptés,J7,,212,,407,0.52,,
Nouveaux acceptés,J8,,0,,405,0.0,,
Nouveaux acceptés,J9,,429,,516,0.83,,
Nouveaux acceptés,J10,,413,,467,0.88,,
Nouveaux acceptés,J11,,23,,429,0.05,,
Nouveaux acceptés,J12,,380,,506,0.75,,
Nouveaux acceptés,J13,,347,,452,0.77,,
Nouveaux acceptés,J14,,519,,452,1.15,,
Nouveaux acceptés,J15,,240,,422,0.57,,
Nouveaux acceptés,J16,,377,,428,0.88,,
Nouveaux acceptés,J17,,302,,431,0.7,,
Nouveaux acceptés,J18,,289,,450,0.64,,
Nouveaux acceptés,J19,,99,,404,0.25,,
Nouveaux acceptés,J20,,18,,377,0.05,,
