Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,97,-1.0,,
Existants,J2,243,144,-99,131,143.0,-0.41,
Existants,J3,20,4,-16,172,3.0,-0.8,
Existants,J4,0,0,0,137,-1.0,,
Existants,J5,84,100,16,130,99.0,0.19,
Existants,J6,229,341,112,208,340.0,0.49,
Existants,J7,50,34,-16,87,33.0,-0.32,
Existants,J8,125,156,31,182,155.0,0.25,
Nouveaux acceptés,J9,,71,,351,0.2,,
Nouveaux acceptés,J10,,298,,320,0.93,,
Nouveaux acceptés,J11,,299,,288,1.04,,
