Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,248,391,143,160,390.0,0.58,
Existants,J2,0,58,58,240,57.0,,
Existants,J3,185,114,-71,168,113.0,-0.38,
Existants,J4,0,0,0,139,-1.0,,
Existants,J5,119,117,-2,67,116.0,-0.02,
Existants,J6,0,0,0,209,-1.0,,
Existants,J7,41,39,-2,139,38.0,-0.05,
Existants,J8,0,0,0,124,-1.0,,
Existants,J9,305,188,-117,167,187.0,-0.38,
Existants,J10,397,407,10,207,406.0,0.03,
Existants,J11,293,661,368,185,660.0,1.26,
Nouveaux acceptés,J12,,474,,294,1.61,,
Nouveaux acceptés,J13,,372,,348,1.07,,
Nouveaux acceptés,J14,,638,,355,1.8,,
Nouveaux acceptés,J15,,729,,194,3.76,,
Nouveaux acceptés,J16,,305,,240,1.27,,
