Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.84,136,136,0,0,0,0.0,0,219,178
Nouveaux acceptés,J2,0.39,,219,,,0,0.0,,219,248
Nouveaux acceptés,J3,0.16,,160,,,0,0.0,,219,228
