Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.99,104,104,0,0,0,0.0,0,152,146
Nouveaux acceptés,J2,0.39,,152,,,0,0.0,,152,160
