Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,135,169,34,118,168.0,0.25,
Existants,J2,171,100,-71,128,99.0,-0.42,
Existants,J3,229,32,-197,123,31.0,-0.86,
Existants,J4,0,363,363,170,362.0,,
Existants,J5,0,0,0,78,-1.0,,
Existants,J6,102,0,-102,116,-1.0,-1.0,
Nouveaux acceptés,J7,,495,,362,1.37,,
Nouveaux acceptés,J8,,535,,379,1.41,,
Nouveaux acceptés,J9,,83,,389,0.21,,
Nouveaux acceptés,J10,,339,,359,0.94,,
Nouveaux acceptés,J11,,47,,281,0.17,,
Nouveaux acceptés,J12,,184,,203,0.91,,
Nouveaux acceptés,J13,,393,,365,1.08,,
Nouveaux acceptés,J14,,163,,268,0.61,,
Nouveaux acceptés,J15,,495,,315,1.57,,
Nouveaux acceptés,J16,,9,,173,0.05,,
Nouveaux acceptés,J17,,316,,280,1.13,,
