Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.94,154,121,-33,15,0,0.0,-15,276,139
Existants,J2,0.89,101,115,14,0,4,3.58,4,276,111
Nouveaux acceptés,J3,0.11,,151,,,40,4.52,,276,111
Nouveaux acceptés,J4,0.22,,201,,,76,16.49,,276,125
Nouveaux acceptés,J5,0.35,,276,,,87,30.88,,276,189
