Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.86,145,145,0,40,40,34.25,0,336,105
Existants,J2,0.87,80,80,0,0,0,0.0,0,336,93
Existants,J3,0.97,233,233,0,110,110,106.37,0,336,123
Existants,J4,0.83,45,45,0,0,0,0.0,0,336,74
Nouveaux acceptés,J5,0.24,,336,,,0,0.0,,336,338
