Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,125,125,0,124,124.0,0.0,
Existants,J2,36,36,0,94,35.0,0.0,
Existants,J3,52,52,0,84,51.0,0.0,
Existants,J4,148,148,0,158,147.0,0.0,
Existants,J5,88,88,0,97,87.0,0.0,
Nouveaux acceptés,J6,,242,,444,0.55,,
Nouveaux acceptés,J7,,254,,438,0.58,,
Nouveaux acceptés,J8,,366,,442,0.83,,
Nouveaux acceptés,J9,,356,,405,0.88,,
Nouveaux acceptés,J10,,219,,395,0.55,,
Nouveaux acceptés,J11,,607,,392,1.55,,
Nouveaux acceptés,J12,,26,,403,0.06,,
Nouveaux acceptés,J13,,250,,358,0.7,,
Nouveaux acceptés,J14,,6,,355,0.02,,
Nouveaux acceptés,J15,,522,,407,1.28,,
Nouveaux acceptés,J16,,475,,399,1.19,,
Nouveaux acceptés,J17,,663,,403,1.65,,
Nouveaux acceptés,J18,,0,,372,0.0,,
