Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,146,146,0,65,65,65.0,0,313,81
Existants,J2,1.0,111,111,0,0,0,0.0,0,313,112
Nouveaux acceptés,J3,1.0,,243,,,64,64.0,,313,179
Nouveaux acceptés,J4,1.0,,313,,,124,124.0,,313,189
Nouveaux acceptés,J5,1.0,,177,,,7,7.0,,313,170
