Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.94,139,139,0,39,39,36.8,0,230,100
Existants,J2,0.94,180,180,0,51,51,47.99,0,230,129
Existants,J3,0.92,230,230,0,142,142,130.85,0,230,88
Existants,J4,0.98,71,71,0,0,0,0.0,0,230,95
