Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,110,-1.0,,
Nouveaux acceptés,J2,,12,,247,0.05,,
Nouveaux acceptés,J3,,0,,219,0.0,,
