Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,135,135,0,118,134.0,0.0,
Existants,J2,171,171,0,128,170.0,0.0,
Existants,J3,229,229,0,123,228.0,0.0,
Existants,J4,0,0,0,170,-1.0,,
Existants,J5,0,0,0,78,-1.0,,
Existants,J6,102,102,0,116,101.0,0.0,
Nouveaux acceptés,J7,,514,,359,1.43,,
Nouveaux acceptés,J8,,40,,378,0.11,,
Nouveaux acceptés,J9,,0,,362,0.0,,
Nouveaux acceptés,J10,,382,,439,0.87,,
Nouveaux acceptés,J11,,626,,402,1.56,,
Nouveaux acceptés,J12,,588,,394,1.49,,
Nouveaux acceptés,J13,,643,,459,1.4,,
Nouveaux acceptés,J14,,176,,449,0.39,,
Nouveaux acceptés,J15,,292,,427,0.68,,
Nouveaux acceptés,J16,,560,,362,1.55,,
Nouveaux acceptés,J17,,208,,423,0.49,,
Nouveaux acceptés,J18,,246,,413,0.6,,
Nouveaux acceptés,J19,,36,,445,0.08,,
