Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,248,315,67,160,314.0,0.27,
Existants,J2,0,58,58,240,57.0,,
Existants,J3,185,114,-71,168,113.0,-0.38,
Existants,J4,0,0,0,139,-1.0,,
Existants,J5,119,117,-2,67,116.0,-0.02,
Existants,J6,0,0,0,209,-1.0,,
Existants,J7,41,39,-2,139,38.0,-0.05,
Existants,J8,0,0,0,124,-1.0,,
Existants,J9,305,188,-117,167,187.0,-0.38,
Existants,J10,397,331,-66,207,330.0,-0.17,
Existants,J11,293,451,158,185,450.0,0.54,
Nouveaux acceptés,J12,,350,,348,1.01,,
Nouveaux acceptés,J13,,429,,355,1.21,,
Nouveaux acceptés,J14,,587,,240,2.45,,
