Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,252,252,0,167,251.0,0.0,
Existants,J2,363,363,0,196,362.0,0.0,
Existants,J3,17,17,0,155,16.0,0.0,
Existants,J4,186,186,0,131,185.0,0.0,
Existants,J5,0,0,0,182,-1.0,,
Existants,J6,22,22,0,189,21.0,0.0,
Existants,J7,0,0,0,135,-1.0,,
Existants,J8,442,442,0,178,441.0,0.0,
Existants,J9,228,228,0,165,227.0,0.0,
Existants,J10,0,0,0,203,-1.0,,
Nouveaux acceptés,J11,,112,,687,0.16,,
Nouveaux acceptés,J12,,365,,731,0.5,,
Nouveaux acceptés,J13,,185,,681,0.27,,
Nouveaux acceptés,J14,,369,,707,0.52,,
Nouveaux acceptés,J15,,70,,629,0.11,,
Nouveaux acceptés,J16,,274,,695,0.39,,
Nouveaux acceptés,J17,,279,,744,0.38,,
Nouveaux acceptés,J18,,93,,654,0.14,,
Nouveaux acceptés,J19,,0,,709,0.0,,
Nouveaux acceptés,J20,,253,,681,0.37,,
