Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.84,136,141,5,0,0,0.0,0,200,178
Nouveaux acceptés,J2,0.39,,200,,,23,9.06,,200,177
Nouveaux acceptés,J3,0.16,,125,,,0,0.0,,200,143
