Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,52,-1.0,,
Existants,J2,0,0,0,196,-1.0,,
Nouveaux acceptés,J3,,1,,178,0.01,,
Nouveaux acceptés,J4,,38,,190,0.2,,
