Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,10,0,-10,162,-1.0,-1.0,
Existants,J2,159,150,-9,105,149.0,-0.06,
Existants,J3,167,213,46,129,212.0,0.28,
Existants,J4,27,0,-27,194,-1.0,-1.0,
Existants,J5,148,139,-9,79,138.0,-0.06,
Nouveaux acceptés,J6,,492,,182,2.7,,
Nouveaux acceptés,J7,,416,,130,3.2,,
Nouveaux acceptés,J8,,193,,186,1.04,,
Nouveaux acceptés,J9,,156,,136,1.15,,
Nouveaux acceptés,J10,,255,,175,1.46,,
Nouveaux acceptés,J11,,452,,159,2.84,,
Nouveaux acceptés,J12,,332,,120,2.77,,
Nouveaux acceptés,J13,,129,,169,0.76,,
Nouveaux acceptés,J14,,185,,200,0.93,,
Nouveaux acceptés,J15,,77,,172,0.45,,
Nouveaux acceptés,J16,,397,,155,2.56,,
