Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,80,80,0,0,0,0.0,0,285,120
Existants,J2,1.0,86,86,0,0,0,0.0,0,285,95
Nouveaux acceptés,J3,1.0,,224,,,28,28.0,,285,196
Nouveaux acceptés,J4,1.0,,218,,,14,14.0,,285,204
Nouveaux acceptés,J5,1.0,,285,,,140,140.0,,285,145
