Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.95,119,119,0,64,64,60.68,0,317,55
Existants,J2,0.83,87,87,0,0,0,0.0,0,317,111
Nouveaux acceptés,J3,0.31,,248,,,30,9.31,,317,218
Nouveaux acceptés,J4,0.23,,162,,,0,0.0,,317,172
Nouveaux acceptés,J5,0.39,,317,,,60,23.22,,317,257
