Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,122,90,-32,114,89.0,-0.26,
Existants,J2,17,0,-17,96,-1.0,-1.0,
Existants,J3,162,234,72,144,233.0,0.44,
Existants,J4,2,43,41,87,42.0,20.5,
Existants,J5,70,162,92,99,161.0,1.31,
Nouveaux acceptés,J6,,97,,113,0.86,,
Nouveaux acceptés,J7,,559,,312,1.79,,
Nouveaux acceptés,J8,,161,,278,0.58,,
Nouveaux acceptés,J9,,229,,216,1.06,,
Nouveaux acceptés,J10,,0,,166,0.0,,
Nouveaux acceptés,J11,,399,,268,1.49,,
Nouveaux acceptés,J12,,0,,322,0.0,,
Nouveaux acceptés,J13,,551,,257,2.14,,
Nouveaux acceptés,J14,,349,,188,1.86,,
Nouveaux acceptés,J15,,525,,194,2.71,,
