Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,386,548,162,106,547.0,0.42,
Existants,J2,411,356,-55,148,355.0,-0.13,
Existants,J3,57,57,0,186,56.0,0.0,
Existants,J4,0,0,0,198,-1.0,,
Existants,J5,35,35,0,64,34.0,0.0,
Existants,J6,0,0,0,96,-1.0,,
Existants,J7,186,186,0,138,185.0,0.0,
Existants,J8,313,338,25,146,337.0,0.08,
Nouveaux acceptés,J9,,247,,476,0.52,,
Nouveaux acceptés,J10,,119,,460,0.26,,
Nouveaux acceptés,J11,,284,,466,0.61,,
Nouveaux acceptés,J12,,0,,470,0.0,,
Nouveaux acceptés,J13,,248,,481,0.52,,
Nouveaux acceptés,J14,,320,,485,0.66,,
