Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,26,26,0,88,25.0,0.0,
Existants,J2,0,0,0,108,-1.0,,
Existants,J3,347,347,0,160,346.0,0.0,
Existants,J4,66,66,0,109,65.0,0.0,
Existants,J5,17,17,0,202,16.0,0.0,
Existants,J6,47,47,0,208,46.0,0.0,
Existants,J7,199,199,0,205,198.0,0.0,
Existants,J8,171,171,0,156,170.0,0.0,
Existants,J9,233,233,0,215,232.0,0.0,
Existants,J10,0,0,0,67,-1.0,,
Nouveaux acceptés,J11,,247,,805,0.31,,
Nouveaux acceptés,J12,,119,,729,0.16,,
Nouveaux acceptés,J13,,388,,746,0.52,,
Nouveaux acceptés,J14,,154,,729,0.21,,
Nouveaux acceptés,J15,,503,,808,0.62,,
Nouveaux acceptés,J16,,471,,718,0.66,,
Nouveaux acceptés,J17,,209,,735,0.28,,
Nouveaux acceptés,J18,,0,,720,0.0,,
Nouveaux acceptés,J19,,0,,713,0.0,,
Nouveaux acceptés,J20,,495,,746,0.66,,
