Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.88,171,171,0,57,57,50.3,0,369,114
Existants,J2,0.81,114,114,0,0,0,0.0,0,369,147
Nouveaux acceptés,J3,0.2,,369,,,72,14.42,,369,297
Nouveaux acceptés,J4,0.13,,336,,,95,12.25,,369,241
Nouveaux acceptés,J5,0.08,,206,,,0,0.0,,369,227
