Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.94,139,127,-12,39,27,25.47,-12,268,100
Existants,J2,0.94,180,268,88,51,139,130.8,88,268,129
Existants,J3,0.92,230,193,-37,142,105,96.76,-37,268,88
Existants,J4,0.98,71,71,0,0,0,0.0,0,268,95
Nouveaux acceptés,J5,0.2,,120,,,11,2.15,,268,109
