Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,13,13,106,12.0,,
Existants,J2,19,0,-19,62,-1.0,-1.0,
Nouveaux acceptés,J3,,0,,87,0.0,,
Nouveaux acceptés,J4,,150,,90,1.67,,
Nouveaux acceptés,J5,,43,,136,0.32,,
Nouveaux acceptés,J6,,151,,107,1.41,,
Nouveaux acceptés,J7,,0,,101,0.0,,
Nouveaux acceptés,J8,,63,,155,0.41,,
