Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,91,91,0,142,90.0,0.0,
Existants,J2,408,402,-6,141,401.0,-0.01,
Existants,J3,119,119,0,174,118.0,0.0,
Existants,J4,39,39,0,126,38.0,0.0,
Existants,J5,307,483,176,186,482.0,0.57,
Existants,J6,222,321,99,192,320.0,0.45,
Existants,J7,204,204,0,150,203.0,0.0,
Existants,J8,8,8,0,116,7.0,0.0,
Nouveaux acceptés,J9,,0,,434,0.0,,
Nouveaux acceptés,J10,,309,,426,0.73,,
Nouveaux acceptés,J11,,360,,489,0.74,,
Nouveaux acceptés,J12,,196,,433,0.45,,
Nouveaux acceptés,J13,,23,,401,0.06,,
