Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,76,109,33,181,108.0,0.43,
Existants,J2,185,29,-156,103,28.0,-0.84,
Existants,J3,238,205,-33,91,204.0,-0.14,
Existants,J4,94,120,26,116,119.0,0.28,
Nouveaux acceptés,J5,,222,,120,1.85,,
