Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,392,481,89,250,480.0,0.23,
Existants,J2,166,368,202,189,367.0,1.22,
Existants,J3,101,254,153,235,253.0,1.51,
Existants,J4,0,0,0,179,-1.0,,
Existants,J5,466,734,268,233,733.0,0.58,
Existants,J6,222,497,275,228,496.0,1.24,
Existants,J7,373,85,-288,263,84.0,-0.77,
Existants,J8,19,19,0,119,18.0,0.0,
Existants,J9,0,0,0,203,-1.0,,
Existants,J10,27,27,0,192,26.0,0.0,
Existants,J11,25,25,0,151,24.0,0.0,
Nouveaux acceptés,J12,,113,,338,0.33,,
Nouveaux acceptés,J13,,553,,357,1.55,,
Nouveaux acceptés,J14,,10,,360,0.03,,
Nouveaux acceptés,J15,,433,,360,1.2,,
Nouveaux acceptés,J16,,350,,449,0.78,,
