Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,252,146,-106,167,145.0,-0.42,
Existants,J2,363,369,6,196,368.0,0.02,
Existants,J3,17,17,0,155,16.0,0.0,
Existants,J4,186,308,122,131,307.0,0.66,
Existants,J5,0,0,0,182,-1.0,,
Existants,J6,22,22,0,189,21.0,0.0,
Existants,J7,0,0,0,135,-1.0,,
Existants,J8,442,528,86,178,527.0,0.19,
Existants,J9,228,337,109,165,336.0,0.48,
Existants,J10,0,0,0,203,-1.0,,
Nouveaux acceptés,J11,,220,,399,0.55,,
Nouveaux acceptés,J12,,17,,357,0.05,,
Nouveaux acceptés,J13,,512,,282,1.82,,
Nouveaux acceptés,J14,,0,,337,0.0,,
