Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.87,91,91,0,29,29,25.27,0,190,62
Existants,J2,1.0,137,137,0,11,11,10.98,0,190,126
Nouveaux acceptés,J3,0.12,,190,,,0,0.0,,190,233
