Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.97,257,153,-104,76,0,0.0,-76,334,181
Existants,J2,0.83,288,186,-102,185,83,69.29,-102,334,103
Existants,J3,0.97,334,227,-107,243,136,132.04,-107,334,91
Existants,J4,0.91,210,332,122,94,216,197.16,122,334,116
Nouveaux acceptés,J5,0.13,,159,,,39,5.15,,334,120
