Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.89,115,129,14,0,0,0.0,0,217,136
Existants,J2,0.99,180,159,-21,74,53,52.34,-21,217,106
Nouveaux acceptés,J3,0.12,,217,,,33,3.86,,217,184
