Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,80,80,0,0,0,0.0,0,374,120
Existants,J2,1.0,86,86,0,0,0,0.0,0,374,95
Nouveaux acceptés,J3,1.0,,316,,,12,12.0,,374,304
Nouveaux acceptés,J4,1.0,,374,,,100,100.0,,374,274
Nouveaux acceptés,J5,1.0,,200,,,0,0.0,,374,222
