Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,101,-1.0,,
Existants,J2,9,30,21,94,29.0,2.33,
Existants,J3,46,67,21,109,66.0,0.46,
Existants,J4,138,90,-48,145,89.0,-0.35,
Existants,J5,100,176,76,128,175.0,0.76,
Nouveaux acceptés,J6,,209,,299,0.7,,
Nouveaux acceptés,J7,,205,,413,0.5,,
Nouveaux acceptés,J8,,74,,155,0.48,,
Nouveaux acceptés,J9,,109,,276,0.39,,
Nouveaux acceptés,J10,,325,,426,0.76,,
Nouveaux acceptés,J11,,255,,410,0.62,,
