Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,216,266,50,235,265.0,0.23,
Existants,J2,425,385,-40,141,384.0,-0.09,
Existants,J3,67,67,0,170,66.0,0.0,
Existants,J4,0,0,0,118,-1.0,,
Existants,J5,168,283,115,264,282.0,0.68,
Existants,J6,442,779,337,218,778.0,0.76,
Existants,J7,32,32,0,288,31.0,0.0,
Existants,J8,143,143,0,145,142.0,0.0,
Existants,J9,0,0,0,219,-1.0,,
Existants,J10,0,0,0,285,-1.0,,
Existants,J11,47,47,0,139,46.0,0.0,
Existants,J12,0,0,0,184,-1.0,,
Existants,J13,242,594,352,260,593.0,1.45,
Existants,J14,580,462,-118,154,461.0,-0.2,
Nouveaux acceptés,J15,,240,,491,0.49,,
Nouveaux acceptés,J16,,16,,430,0.04,,
Nouveaux acceptés,J17,,415,,468,0.89,,
Nouveaux acceptés,J18,,616,,486,1.27,,
Nouveaux acceptés,J19,,535,,521,1.03,,
