Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,83,-1.0,,
Existants,J2,19,0,-19,129,-1.0,-1.0,
Existants,J3,88,81,-7,108,80.0,-0.08,
Existants,J4,15,18,3,87,17.0,0.2,
Nouveaux acceptés,J5,,346,,250,1.38,,
Nouveaux acceptés,J6,,33,,219,0.15,,
Nouveaux acceptés,J7,,262,,274,0.96,,
Nouveaux acceptés,J8,,151,,254,0.59,,
Nouveaux acceptés,J9,,216,,195,1.11,,
Nouveaux acceptés,J10,,19,,227,0.08,,
Nouveaux acceptés,J11,,298,,196,1.52,,
Nouveaux acceptés,J12,,401,,252,1.59,,
Nouveaux acceptés,J13,,124,,234,0.53,,
Nouveaux acceptés,J14,,182,,285,0.64,,
Nouveaux acceptés,J15,,0,,169,0.0,,
