scenario,inst,variant,delta_ratio,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time
l,portion_of_7_3,instance_7_early,0.2,2,19,6,5,5/6,0.83,978,4833,3321.3979000000004,4299.3979,7.487545165931806
