Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,391,283,-108,193,282.0,-0.28,
Existants,J2,411,332,-79,238,331.0,-0.19,
Existants,J3,349,734,385,113,733.0,1.1,
Existants,J4,648,611,-37,95,610.0,-0.06,
Existants,J5,88,62,-26,144,61.0,-0.3,
Existants,J6,0,158,158,196,157.0,,
Existants,J7,70,192,122,219,191.0,1.74,
Existants,J8,0,0,0,135,-1.0,,
Existants,J9,532,123,-409,162,122.0,-0.77,
Existants,J10,291,433,142,228,432.0,0.49,
Existants,J11,0,0,0,178,-1.0,,
Existants,J12,105,101,-4,237,100.0,-0.04,
Nouveaux acceptés,J13,,14,,222,0.06,,
Nouveaux acceptés,J14,,492,,293,1.68,,
Nouveaux acceptés,J15,,257,,347,0.74,,
Nouveaux acceptés,J16,,652,,310,2.1,,
Nouveaux acceptés,J17,,587,,308,1.91,,
