Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,26,26,0,88,25.0,0.0,
Existants,J2,0,0,0,108,-1.0,,
Existants,J3,347,176,-171,160,175.0,-0.49,
Existants,J4,66,73,7,109,72.0,0.11,
Existants,J5,17,3,-14,202,2.0,-0.82,
Existants,J6,47,306,259,208,305.0,5.51,
Existants,J7,199,212,13,205,211.0,0.07,
Existants,J8,171,110,-61,156,109.0,-0.36,
Existants,J9,233,260,27,215,259.0,0.12,
Existants,J10,0,0,0,67,-1.0,,
Nouveaux acceptés,J11,,265,,371,0.71,,
