Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,105,105,0,117,104.0,0.0,
Existants,J2,139,160,21,135,159.0,0.15,
Existants,J3,31,31,0,128,30.0,0.0,
Existants,J4,0,0,0,92,-1.0,,
Existants,J5,55,55,0,110,54.0,0.0,
Existants,J6,30,30,0,76,29.0,0.0,
Nouveaux acceptés,J7,,124,,267,0.46,,
Nouveaux acceptés,J8,,293,,244,1.2,,
Nouveaux acceptés,J9,,362,,391,0.93,,
Nouveaux acceptés,J10,,0,,363,0.0,,
Nouveaux acceptés,J11,,375,,270,1.39,,
Nouveaux acceptés,J12,,331,,244,1.36,,
Nouveaux acceptés,J13,,58,,231,0.25,,
Nouveaux acceptés,J14,,117,,314,0.37,,
