Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,252,161,-91,167,160.0,-0.36,
Existants,J2,363,253,-110,196,252.0,-0.3,
Existants,J3,17,17,0,155,16.0,0.0,
Existants,J4,186,260,74,131,259.0,0.4,
Existants,J5,0,0,0,182,-1.0,,
Existants,J6,22,22,0,189,21.0,0.0,
Existants,J7,0,0,0,135,-1.0,,
Existants,J8,442,437,-5,178,436.0,-0.01,
Existants,J9,228,456,228,165,455.0,1.0,
Existants,J10,0,0,0,203,-1.0,,
Nouveaux acceptés,J11,,277,,392,0.71,,
Nouveaux acceptés,J12,,336,,400,0.84,,
Nouveaux acceptés,J13,,340,,207,1.64,,
